rank,PubYear,Life Sciences,Physics,Chemistry,Computers,Engineering,Mathematics,Agriculture & Environment,Humanity,Others,Sums of cits
5477,2002,694,0,6.5,0.166666667,4,0.333333333,1,0,25,731
5478,1998,1.333333333,148.45,344.6833333,0,212.5333333,3,1,0,20,731
5479,2000,593.5,0,0,0,1.833333333,1,125.4166667,0,9.25,731
5480,1986,661.3333333,0,0.333333333,0,0,0,0,0,68.33333333,730
5481,1946,539.8333333,0,3.333333333,0,2.833333333,0,3,13.5,26.5,589
5482,1987,675.5166667,2,0,4.5,23.56666667,6.75,0,8.666666667,9,730
5483,1970,675.4166667,0,1.333333333,0.5,12.25,0,0,0,33.5,723
5484,1977,687.0833333,0,0.666666667,0,7.333333333,0,24.91666667,0,1,721
5485,1994,685.65,0.2,2.5,0,11.46666667,0,5.183333333,0,25,730
5486,1968,598.3333333,0,45.5,0,8,0,4.666666667,0,45.5,702
5487,1996,709.9166667,0,2.25,0,3.333333333,0,1.5,0,13,730
5488,2001,715.8333333,0,0,0,11.16666667,0,0,0,1,728
5489,2001,0.666666667,304.1666667,369.4166667,0,38.25,2.5,0,0,15,730
5490,1973,641,2,20.83333333,0,3.833333333,0,13.83333333,0,44.5,726
5491,1996,676.05,0,1.2,0,1.166666667,0,0,4.083333333,47.5,730
5492,1998,690.1666667,0,0.25,0,2.333333333,0,0.25,0,37,730
5493,1998,688.4666667,0,2.166666667,0,5.45,0,0.583333333,0.333333333,33,730
5494,1999,709.8833333,0,4,0.333333333,1.783333333,0,0,0,13,729
5495,1973,578,0,2.5,0,1,0,0.5,0,144,726
5496,1988,703.8555556,0,1.222222222,0,2.7,0,1.888888889,0,19.33333333,729
5497,1987,684.1666667,0,0,0,0,0,1.833333333,0,43,729
5498,1975,0,659.3444444,2.5,0,27.65555556,21.5,15,0,2,728
5499,1996,689.4,0,21.06666667,0.2,4.333333333,0,2,0,12,729
5500,2001,699.1666667,0,0.75,1,2.333333333,0,1.25,0,24.5,729
5501,2002,616.5,17.5,2.166666667,3,18.58333333,0,0.75,8.5,62,729
5502,2001,600.5,1.25,0.25,1.666666667,6.25,0,0,77.08333333,42,729
5503,2002,717.6333333,0,0,0,1.5,1.033333333,0,0.333333333,7.5,728
5504,2002,0.666666667,560.9,11.25,0.833333333,126.6166667,18.83333333,0.4,0,9.5,729
5505,2002,105.1666667,29.35,134.2666667,0,429.1333333,0,5.583333333,0,25.5,729
5506,2002,658.1666667,0.5,40.95,1.2,6.516666667,0,0.666666667,0,21,729
5507,1999,693.7666667,0,4.666666667,1,3.583333333,1.983333333,0,0,24,729
5508,1990,702.5833333,0,2.583333333,0,4.833333333,0,0.5,0,17.5,728
5509,1990,668.8333333,0,1.666666667,0,3,0.5,0,0,54,728
5510,1990,697.0333333,0,0.833333333,0,3.3,0,2,0,24.83333333,728
5511,1985,647,0,0.5,0,0,0,0,0,80.5,728
5512,1980,651.5,0,3,0,4,0,5.5,0,60,724
5513,1989,718,0.5,1,0,7.5,0,0,0,1,728
5514,1995,698.9166667,0,4.25,0,3.5,0,1,1.333333333,19,728
5515,1978,2,677.6547619,4.333333333,0,32.01190476,0,0,0,6,722
5516,2000,132.35,314.0833333,3.666666667,50.7,27.83333333,133.7,6.166666667,1.666666667,49,719.1666667
5517,2002,284.1,23.48333333,91.7,1.5,305.3833333,0.833333333,8.5,0,12.5,728
5518,2001,0,82.05,360.95,0,274.0833333,0,7.916666667,0,3,728
5519,1999,579.25,25,65,0,16.25,0,9,1,32.5,728
5520,1999,469.1666667,0,61.75,0.25,22.08333333,0,169.75,0.5,3.5,727
5521,1997,1.666666667,377.4833333,231.95,0,106.2333333,1.666666667,0,0,9,728
5522,1992,678.5833333,0,2.416666667,0,1.333333333,0,2.333333333,0,42.33333333,727
5523,1991,691.0833333,0,3.916666667,0,0.5,0,0.5,0,31,727
5524,1994,699.1666667,0,2.833333333,0,1,0,1,0,23,727
5525,1993,705.1,0,1,0,12.4,0,0,0.5,8,727
5526,1993,717.4666667,0,0,0,8.533333333,0,1,0,0,727
5527,1987,682.6666667,0,0.5,0,1,0,1.833333333,0,39,725
5528,1993,689.7666667,0,1.5,0,1.733333333,0,0,0,34,727
5529,1989,619.1333333,0,18.65238095,0,3.233333333,0,60.98095238,0,25,727
5530,1983,709.5833333,0,0.75,0,5.666666667,0,0,1,6,723
5531,1988,650.0833333,0,1.583333333,0,1.333333333,0,0,0,74,727
5532,1973,6,531,6.733333333,2.5,44.83333333,101.1833333,10.5,0.25,23,726
5533,1999,609.9,4.666666667,12.41666667,8.233333333,7,4.666666667,3.783333333,1.333333333,75,727
5534,1995,717,0,0.5,1.166666667,0.333333333,0,0,8,0,727
5535,2001,682.9166667,3.166666667,3.833333333,0.166666667,15.58333333,1.333333333,1.5,1,17.5,727
5536,2002,140.4,22.33333333,343.7333333,0.5,208.2,1,5.333333333,0.5,5,727
5537,2002,643.3833333,2.5,10.08333333,34.48333333,2.583333333,6.233333333,12.73333333,0,15,727
5538,2002,669.1,0.4,3.533333333,2.116666667,1.15,0.533333333,7.666666667,0,42.5,727
5539,1998,64.18333333,181.6,278.55,0,168.9166667,0,3,0,30.75,727
5540,1998,700.7166667,0,2.833333333,0,2.7,0,0.25,0,19.5,726
5541,2002,13.23333333,103.9,366.2,0,234.8333333,0.833333333,2.5,0,5.5,727
5542,1992,650.5333333,1,10.81666667,1,0,0,0.25,0,62.4,726
5543,1982,617.9666667,0,6,0,0.2,0,4.5,0.833333333,95.5,725
5544,1989,665.4333333,0.666666667,5.433333333,0,16.13333333,0,1.333333333,0,37,726
5545,1991,0,533.2880952,14.75,0,162.4619048,2.333333333,0.166666667,0,13,726
5546,1992,588.95,11.83333333,93.83571429,1,24.21428571,0.333333333,0.833333333,0.5,4.5,726
5547,1993,660.9333333,0,9.9,1.333333333,1.95,4,27.05,1.833333333,19,726
5548,1987,710,0,5.166666667,0,2.5,0,1,0.333333333,7,726
5549,1980,681.8833333,0,3.583333333,0,7.533333333,0,5.666666667,0,24.33333333,723
5550,1963,504.6666667,0,44.5,0,2.666666667,0,23.66666667,0.5,21,597
5551,1969,704.3333333,0,1,0.5,5.166666667,0,0,0,0,711
5552,1993,667.1190476,0,10.56904762,2.026190476,1,0.785714286,1,0,43.5,726
5553,1995,673.3333333,0,3.619047619,0,34.5,0,9.714285714,1.333333333,3.5,726
5554,1996,699,0,2,0,1,0,0,0,23,725
5555,2001,686.1666667,0.5,6.5,0,7.666666667,0,3.166666667,1,21,726
5556,1999,531.1833333,21.43333333,106.9166667,2.833333333,15.8,0.333333333,0.5,0,47,726
5557,2001,2.416666667,2.233333333,712.8666667,0,6.483333333,0,0,0,1,725
5558,1996,634.8,0,3.666666667,2.333333333,3.833333333,0.333333333,8.183333333,19.85,53,726
5559,2002,0,17.16666667,660.5833333,0,43.75,0,0,0,4.5,726
5560,2000,0,714.5,0,0,0,11.5,0,0,0,726
5561,1999,683.1666667,0,16.91666667,1.666666667,2.166666667,0,1.583333333,0,20.5,726
5562,2000,705.3333333,0,0.5,0,15,0,0.666666667,0,4.5,726
5563,1985,659,0,0,0.5,1,0.5,0,0,64,725
5564,1994,704.75,1,1.166666667,0.166666667,4.833333333,0.166666667,0.916666667,0,12,725
5565,1981,29,375.4190476,184.5904762,0,105.8571429,0,20.13333333,0,7,722
5566,1991,583.2238095,18.83333333,31.48333333,21.53095238,2.75,8.178571429,0.5,0.5,58,725
5567,1992,685.75,0,2.916666667,0,2.5,0,0.5,0,33.33333333,725
5568,1984,664.3333333,0,5.333333333,0,9.75,0,1.583333333,0,43,724
5569,1997,627.4547619,1,0.5,2.15952381,2.583333333,2.052380952,22.91666667,1.333333333,65,725
5570,1995,691.0833333,0,1,0.333333333,3,0,0.583333333,0,29,725
5571,1995,702.3333333,0,4,0.333333333,8.333333333,0,1,0,9,725
5572,1996,672.4666667,0.5,0.7,0,1.666666667,0,19.66666667,11,19,725
5573,1996,72,345.9166667,2.333333333,9.833333333,40.04761905,218.702381,7,2.5,26.16666667,724.5
5574,2002,706.6666667,3.75,9.5,0,0,0.75,1,1.333333333,2,725
5575,2002,4.5,33.76666667,484.8833333,0,187.35,0,4,0,10.5,725
5576,1998,685.6666667,0,0,0,4.833333333,0,16,3.5,15,725
5577,1998,698,0,1,0,1.666666667,0.333333333,0.5,1,22.5,725
5578,1999,0,489.05,42.65,0,189.4666667,2,0,0,1.833333333,725
5579,1980,0,684.6,0,0,1.75,3.65,0,0,1,691
5580,1988,679.4666667,0.5,0.333333333,0,1.366666667,0,1.333333333,0,41,724
5581,1987,672.4166667,0,1.666666667,0.833333333,4.5,0.5,0,0.5,43.58333333,724
5582,1972,697.5,0,1,0,5,0,0,0,15.5,719
5583,1995,713.8833333,0,1.583333333,0.833333333,2,2.7,0,0.5,2.5,724
5584,1995,374.1309524,136.1666667,92.78571429,17.16666667,6.166666667,38.33333333,0.25,0,58.5,723.5
5585,1994,719,0,0,0,5,0,0,0,0,724
5586,1996,0,510.45,68.36666667,0,136.6833333,1.166666667,0,0,7.333333333,724
5587,2001,697.3333333,0.5,8.333333333,0,0.333333333,0,1.333333333,1.166666667,15,724
5588,2001,621.6333333,3.233333333,4.116666667,1.45,83.86666667,0.2,1,0,8.5,724
5589,2001,664.5666667,0.333333333,21.56666667,0.25,2.7,0,12.58333333,3,19,724
5590,2002,667.5166667,0.5,21.03333333,0.45,8,0,1.5,0,25,724
5591,2001,705.3333333,0.5,5.166666667,0,6.833333333,0,1.666666667,0,4.5,724
5592,2002,579.85,27.7,39.96666667,3.2,9.533333333,3.666666667,0.583333333,1.5,58,724
5593,1997,83.35,25.65,566.0666667,1.866666667,40.56666667,0,4.5,0.5,0.5,723
5594,1997,702.75,0,3,0,0.916666667,0,1.333333333,0,16,724
5595,1983,688.6666667,0,0.5,0,0.5,0,0,15.33333333,17,722
5596,1985,691.5,0,1,0,8,0,1.5,0,20,722
5597,1991,680.3333333,1.333333333,1.333333333,0,0.666666667,0,0,0.333333333,39,723
5598,1989,706.3833333,0,2,0,7.616666667,0,1,0,6,723
5599,1994,664.6333333,0,9.45,1.666666667,4,0.333333333,5.916666667,0,37,723
5600,1977,656.5,0,4.5,0,43,0,3.5,0.5,5,713
5601,1994,703.6666667,0,0,0.5,6.5,0,0.833333333,1,10.5,723
5602,1994,707.3333333,0,0,0,9.166666667,0,0,0,6.5,723
5603,1994,0.5,571.8833333,43.83333333,0,93.45,1,0,0,12.33333333,723
5604,1995,671.6666667,0,4.166666667,0,3.666666667,0,0.5,1,42,723
5605,1999,708,0,0,0,9,0,3,2,1,723
5606,1995,616.7833333,0,30.33333333,0.333333333,40.33333333,0.5,22.71666667,0,12,723
5607,2001,717.3,0,1,0,0,0.2,0.5,1.5,2.5,723
5608,2000,698.1666667,0,0.333333333,0,1.333333333,0,0.5,1.166666667,20.5,722
5609,2002,5.966666667,121.35,360.2666667,0,224.6666667,0,2.75,0,8,723
5610,1999,0,589.05,41.48333333,0,65.96666667,3.5,0,0,23,723
5611,2002,508.4,10.5,0.4,44.08333333,14.61666667,2.5,6,111.3333333,25.16666667,723
5612,2002,697.1333333,0,0.833333333,1,3.366666667,0,0.666666667,0,19,722
5613,1997,701.6333333,0.833333333,7.166666667,0,4.75,0.45,0.666666667,0.5,7,723
5614,1987,671.5,0,0,0,0,0,2.5,0,48,722
5615,1991,693.0333333,0,0,0,4.466666667,0,0.5,0,24,722
5616,1981,587.35,0,2.416666667,0,4.9,0,2.833333333,0,121.5,719
5617,1991,603.3333333,3.166666667,52.5,2.833333333,2.666666667,1,2,0,54.5,722
5618,1992,685.5833333,0,1.5,0,1.333333333,0.25,0,0,33.33333333,722
5619,1993,685,0.5,3.333333333,0,2.333333333,0,2.666666667,0.833333333,27.33333333,722
5620,1954,508,1,1.333333333,0,0.666666667,0,0,0,61,572
5621,1997,3.5,437.0333333,103.35,0.333333333,125.0333333,2,0.75,0,50,722
5622,2000,687,0,1.5,0.666666667,1,0.333333333,0,0,31.5,722
5623,1994,1.5,33.1,0,0.5,8,0.666666667,646.95,0,30.83333333,721.55
5624,1982,631.1666667,0.333333333,1,0,0,0,0.5,0,77,710
5625,1999,0,648.6666667,1.5,5,4.833333333,43.5,0,1,17.5,722
5626,1995,651.3642857,3.666666667,28.45238095,1.5,3.583333333,0.333333333,1.1,0,32,722
5627,1996,32.96666667,26.58333333,624.6595238,2.533333333,27.6,0,5.657142857,0,1,721
5628,2001,4.5,100.25,274.15,0,324.75,1.166666667,11.85,0,5.333333333,722
5629,1996,532.85,25.58333333,90.28333333,0.2,15.41666667,1.166666667,2.5,0.5,53.5,722
5630,2000,664.1666667,0,1.666666667,0,7.166666667,0,25.66666667,13,10.33333333,722
5631,2002,113.7,83.55,285.85,0.416666667,219.8166667,0.833333333,6.333333333,0.5,11,722
5632,2001,681.5,0.75,1.5,0,2.416666667,1.5,1.333333333,0,33,722
5633,1989,700.8333333,0,0.25,0,3.416666667,0,2.5,0,14,721
5634,1993,684.6416667,1.666666667,8.416666667,0.5,0,0,0.25,4.191666667,21.33333333,721
5635,1991,706.1666667,1,0,0.5,11.83333333,0,0.5,0,1,721
5636,1991,682.9666667,0.333333333,1.5,0.5,0,0,0,0.833333333,34.86666667,721
5637,1990,557.2142857,0.5,114.452381,0.333333333,4,0,0.5,1.166666667,42.83333333,721
5638,1994,698,0,1,0,3.666666667,0,0.333333333,0,18,721
5639,1991,395.9166667,2.4,255.1666667,3.5,14.35,0.333333333,1,0,48.33333333,721
5640,1990,689.4,0,1.166666667,0,1.1,0,1,0,28.33333333,721
5641,1987,0,656.8333333,33.16666667,0,17.33333333,3.166666667,1.5,0,9,721
5642,1959,508,2,3,0,9.666666667,0,6.333333333,0,55,584
5643,1995,689.4166667,0,2.583333333,0,16.25,0,0.75,0,11,720
5644,1997,719.6666667,0,0.333333333,0,1,0,0,0,0,721
5645,1995,0.5,27.1,501.5214286,0,179.8785714,0,5,0,7,721
5646,2001,669.7166667,0,2,3.5,7.666666667,3.316666667,14.96666667,12.33333333,7.5,721
5647,2001,684.6333333,1,0.333333333,0,6.7,0.333333333,0.5,3,24.5,721
5648,2000,2,91.91666667,395.6666667,0,224.4166667,0.333333333,2.666666667,0,4,721
5649,2002,665.6,0,34.11666667,0.2,2.833333333,0,1.25,0,17,721
5650,2002,592.5833333,0,1,9.833333333,0,1,0.916666667,82.83333333,32.83333333,721
5651,2002,619.4666667,3.666666667,50.16666667,3.266666667,8,3.6,5,0,27.5,720.6666667
5652,1986,635.4166667,0,0.333333333,0,13.91666667,1,0,0,69.33333333,720
5653,1994,683.3333333,0,3.333333333,0,1.333333333,0,0,0,32,720
5654,1977,527.0833333,0,3.5,0,10.5,0,145.9166667,0,27.5,714.5
5655,1990,6.5,392.752381,119.452381,1,151.6285714,4.666666667,2,0.5,41.5,720
5656,1988,0,287.5222222,14.26904762,0,410.2087302,1.833333333,2.666666667,0,3.5,720
5657,1977,599.85,0,3.666666667,0,0.5,0,98.98333333,0,14,717
5658,1980,671.5,0,1,0,0,0,0,0,46.5,719
5659,1967,437.5666667,0.25,56.98571429,0,2.733333333,0.25,34.88095238,1.333333333,48,582
5660,1999,690.1666667,0,2.25,0.166666667,5.333333333,0.333333333,4.75,0,17,720
5661,2001,587,0,0,16.25,1.583333333,0,0,95.16666667,20,720
5662,2002,653.9666667,1.4,5.7,4.1,1.733333333,2.6,2.5,2.5,45.5,720
5663,2002,685.5833333,1.666666667,4,0,1.583333333,0.333333333,2.333333333,0,24.5,720
5664,1999,679.5,0,0,2.5,0.5,0,0.5,22,15,720
5665,1991,675.6,0,0,0,1.4,0,6,1.5,34.5,719
5666,1984,678.5,0,0.5,0,10.66666667,1,0.5,0.5,22.33333333,714
5667,1988,703.6666667,0,2.5,0,1.833333333,0,0,1,10,719
5668,1982,614.8666667,0,68.3,0.5,3,0,16.83333333,0.5,14,718
5669,1993,1,564.1714286,64.59285714,0,74.65238095,2.333333333,0,0,12.25,719
5670,1982,4.666666667,149,543.4166667,0.75,10.5,4.166666667,3.5,0,3,719
5671,1985,10,323.3333333,202.8333333,0.333333333,104,31.66666667,7.333333333,0,39.5,719
5672,1991,716.9166667,0.5,0,0.333333333,0,0,0,0.25,1,719
5673,1982,680.4880952,0,2.666666667,0,3.5,0,2.976190476,2.369047619,17,709
5674,1993,703.8,0,1,0,4.2,0,0,0,9,718
5675,2000,0,72.31666667,589.0333333,0,54.65,0,0,0,3,719
5676,1995,630.3928571,3,59.94047619,0,14.16666667,0,0.5,0,11,719
5677,2001,6.466666667,73.86666667,510.8166667,0,121.35,0,1.5,1,4,719
5678,2001,4.5,52,57.4,1.666666667,592.15,2.166666667,2.45,0,6.333333333,718.6666667
5679,2000,707.6666667,0,0,0,5.333333333,0,4,0.5,1.5,719
5680,2001,718.5,0,0.5,0,0,0,0,0,0,719
5681,1999,678.0666667,0,1.9,1.166666667,3.866666667,1.833333333,4.166666667,0,28,719
5682,1990,0.5,3.333333333,7.5,1.333333333,8.833333333,0,685.1333333,0,10.5,717.1333333
5683,1983,589.8333333,0,8,0,3.333333333,0,2.833333333,0,114,718
5684,1993,661.8833333,0,0.5,0,6.916666667,0.25,2.25,0,46.2,718
5685,1993,655.6166667,0,1.25,0,1.133333333,0,0,0,60,718
5686,1990,653,0,0.333333333,0,1.833333333,0,0.833333333,0.5,61.5,718
5687,1983,634.6666667,0,2,1.5,0,0,6.333333333,0,71.5,716
5688,1994,2.066666667,22.98333333,524.0238095,0,143.9261905,0,11.66666667,0.333333333,13,718
5689,1995,700,0,0.25,0,3,1,2.25,4.5,7,718
5690,1996,0,610.2166667,24.51666667,0,66.1,4.333333333,0,0,12.83333333,718
5691,2001,373.5,0,6,0.333333333,15,2.666666667,313,0,6.5,717
5692,2001,0,696.8333333,0,0,0,20.16666667,0,0,1,718
5693,1999,106.5833333,10.56666667,577.1166667,0.5,18.73333333,0,0,0.5,4,718
5694,2002,704.1666667,0,0.833333333,1,4.5,0,3.666666667,0.333333333,3.5,718
5695,2001,686,0.833333333,1.666666667,2.833333333,18.33333333,0,1,6.333333333,1,718
5696,1999,703.0833333,0.5,7.333333333,1.333333333,4.5,0.25,0,0,1,718
5697,2001,693.9,0.5,8.4,0,8.533333333,0,4.666666667,1,1,718
5698,2001,695.6333333,0,1.333333333,0,4.033333333,0,2,1.166666667,11.83333333,716
5699,1999,684.25,0,0.833333333,0,1.166666667,0,0.75,0.5,30.5,718
5700,1979,0,690.8333333,5.266666667,0,1,0,3.5,0.4,14,715
5701,1990,700.8666667,0.833333333,2.5,0.2,2.6,0,0.5,1,8.5,717
5702,1962,501.6666667,0,18.5,0,11.83333333,0,1.5,12,51.5,597
5703,1994,260.8,97.98571429,190.9857143,1.45,97.5452381,3.833333333,8.2,0.2,56,717
5704,1984,692.2,0,6.1,0,11.7,0,0,0,2,712
5705,1990,688.75,0,1.833333333,0,6.333333333,0,2.75,0,17.33333333,717
5706,1989,659.05,0.833333333,1.833333333,1,1.333333333,1,0,0.75,50.2,716
5707,1992,629.0833333,0,0.5,0,0.5,0,8.416666667,37.91666667,40.58333333,717
5708,1968,605.6666667,0,11,0,2.833333333,0,1.5,0,67,688
5709,1994,689.6666667,0,0.666666667,0,13.16666667,0,0,0,13.5,717
5710,1994,634.1666667,0.5,12.45,0,7.833333333,0,11.13333333,1.916666667,47,715
5711,1995,694.5666667,0,4.2,0,2.166666667,0,0.733333333,0,15.33333333,717
5712,2000,688.8666667,0,7,0.4,2.833333333,0.4,3.5,0,14,717
5713,1999,693.3333333,0,0.333333333,0,18.66666667,0,1.666666667,0,1,715
5714,1999,0,583,24.58333333,0,109.0833333,0.333333333,0,0,0,717
5715,2002,669.8833333,0.4,11.86666667,3.75,5.933333333,0.666666667,3,0.5,21,717
5716,1991,687.5,0,1,0,1.666666667,0,1,0.833333333,24,716
5717,1991,586.4666667,0,0,0,1.033333333,0,0.5,0,128,716
5718,1984,684.25,0,8.5,0,1,0,0.5,8.75,12,715
5719,1992,499.55,12.33333333,169.7833333,0,7.166666667,0,1.833333333,0,25.33333333,716
5720,1994,680.7666667,0,0,0,2.233333333,0,0,0,33,716
5721,1987,606.0833333,0,2.75,0,5.666666667,0,1,2,98.5,716
5722,1987,673.3166667,1,2.533333333,0,4.583333333,0,3.566666667,0,31,716
5723,1994,692.5,0,0,0,2.5,0,0,0,21,716
5724,1980,587.8333333,0,2.666666667,0,2.666666667,0,2,0,117.8333333,713
5725,1980,675.0833333,0,0.25,0,4.666666667,0,0,0,21,701
5726,1995,640.5,1.333333333,21.66666667,0,1.666666667,0,1.833333333,0,49,716
5727,1996,0,676.5,0,0,0,37.5,0,0,2,716
5728,1977,581,0,5,0,1.333333333,0,1.5,0,125.1666667,714
5729,2000,703.3333333,0,1,0,4.166666667,0,0,0.5,7,716
5730,2001,12.16666667,0,697.25,0,1.833333333,0,0.25,0,4.5,716
5731,2001,0,657.8333333,11.83333333,0,19.5,3.333333333,0,0.5,23,716
5732,2001,668,0,3.416666667,0,1.833333333,0,2.25,1,39.5,716
5733,2002,663.2833333,0,3.166666667,0,35.55,1,1,0,11,715
5734,1997,658.1666667,1,26.58333333,0,5.666666667,0,5.5,5.083333333,14,716
5735,1998,10.83333333,0,704.9166667,0,0,0,0.25,0,0,716
5736,1999,687.3,0,0.5,0,0.2,0,0,0,28,716
5737,2002,609,0,15.66666667,0,0.5,0,77.5,7.333333333,6,716
5738,2000,682.8166667,0,2.566666667,0,5.2,0,3.416666667,0,21,715
5739,1958,26.33333333,141,56.33333333,0.5,25.16666667,1,5.666666667,0,20,276
5740,1992,668.75,0.5,6.916666667,0,19.5,0,3.833333333,1,14.5,715
5741,1982,564.3333333,0,0.5,0,5.166666667,0,0,0,141,711
5742,1984,630.3333333,0,4,0,2,0,22.5,23.41666667,31.75,714
5743,1989,663.1666667,0,5.5,0,0,0,0,0,46.33333333,715
5744,1983,646.8333333,0,3.5,0,4.333333333,0,0.833333333,0,58.5,714
5745,1959,548.6666667,0,44.58333333,0,3.666666667,0,10.08333333,0,36,643
5746,1992,660.6666667,0,0,0,0,0,0.5,51.83333333,2,715
5747,1993,565.6666667,10,49.4,0.7,2.333333333,0.5,0.9,0,85.5,715
5748,1987,646,0,1.5,0,5.5,0,1,0,61,715
5749,1991,666.1333333,0.25,1.866666667,0,6.416666667,0,1.333333333,0,39,715
5750,1993,0,671.8444444,10.38571429,0,20.43650794,5.333333333,0,0,7,715
5751,1994,671.9166667,0,1,0,3.083333333,0,0,0,39,715
5752,1995,208.85,16.06666667,0.5,50.88333333,25.43333333,330.4,58.53333333,10.83333333,8,709.5
5753,1997,680.3333333,0.5,1.833333333,0,2.166666667,0.5,13.16666667,1.5,15,715
5754,1996,697.4166667,0,0.583333333,0,2.666666667,0,1.333333333,0,13,715
5755,2002,12.5,83.2,430.7666667,0,162.7,2.5,16.33333333,0,7,715
5756,1999,629.25,0,0,0,0.5,0,71.75,0,13.5,715
5757,1998,681.3333333,0.333333333,7.166666667,0,4.333333333,0,5.833333333,0,16,715
5758,1998,669.6166667,0,0,6.566666667,1.666666667,0.733333333,4.583333333,0.833333333,31,715
5759,1991,667.2166667,0,4.45,0,6.5,0,1.833333333,0,34,714
5760,1991,683.9166667,1.666666667,3,0,9.083333333,0,0.333333333,0,16,714
5761,1991,678.1666667,0,4.666666667,0,0.333333333,0,0.5,0.333333333,30,714
5762,1988,1.5,497,160.1666667,12.5,12.5,25.83333333,0,0.5,4,714
5763,1988,680.1666667,0.333333333,1,0,0,0,4,0,27.5,713
5764,1990,0,187.6190476,458.702381,1,38.8452381,12.16666667,0,0,15.66666667,714
5765,1991,690.3333333,0.333333333,2,0,6.333333333,0,0,0,15,714
5766,1990,689.75,0,4.416666667,0,8,0,1,0,10.83333333,714
5767,1984,2,491.6722222,44,2,91.51111111,20.25,25.06666667,0,36.5,713
5768,1994,684.25,0,2.166666667,0,2.083333333,0,2.5,0,23,714
5769,1993,0.333333333,208.2277778,22.16666667,0,468.0222222,4.833333333,0.75,0,8.666666667,713
5770,1999,673.8833333,0,8.833333333,0,4.2,1,1.583333333,0,24.5,714
5771,2000,1.5,2.416666667,2,154.3333333,543.75,6,0.5,0,0.25,710.75
5772,1997,700.9166667,0,1.25,0,4.833333333,0,0,0,5,712
5773,1996,679.1,0,9.566666667,0,1.833333333,0,11.5,1,11,714
5774,2001,699.75,0,0.666666667,0,2.416666667,0,2.166666667,0,9,714
5775,1998,18.33333333,65.11666667,486.7666667,0,136.2,0.333333333,1,0,6.25,714
5776,2002,672.3833333,0,3,0.333333333,2.283333333,0,1,0,35,714
5777,2001,659.5,0.5,26.75,0.583333333,1.333333333,0,1.666666667,1.166666667,22.5,714
5778,1990,696,0,3.75,0,0.333333333,0,1.583333333,0,11.33333333,713
5779,1986,678.6666667,0,2.833333333,1.5,0.5,0,0,0,29.5,713
5780,1993,664.7833333,0,9.283333333,0,2.833333333,0.25,1.25,0,34.6,713
5781,1993,663.3333333,0,4.333333333,0,1.333333333,0,2,0,42,713
5782,1992,647,0.5,3.333333333,0,3.833333333,0.5,2.333333333,0,55.5,713
5783,1992,680.35,0,1,0,5.116666667,0,0.333333333,0,26.2,713
5784,1993,684.8333333,0,0,0,2.166666667,0,0,0,26,713
5785,1990,674.8833333,0.5,5.15,0,9.833333333,0,1.633333333,0,21,713
5786,1992,684.2809524,0,0,0,0,0,14.48571429,0.5,13.33333333,712.6
5787,1974,630.3333333,0,7,0,8.333333333,0,0.333333333,0,60,706
5788,1977,666.3333333,0.5,3.833333333,0,9.5,0,2,1.333333333,21.5,705
5789,1986,636.5,0,0,0,0,0.5,3,0,73,713
5790,1977,654.3333333,0.5,25.5,0,6.666666667,0,1.5,0,15.5,704
5791,1979,662,0,3,0,0.333333333,0,0.5,0.666666667,36.5,703
5792,1994,679,1.666666667,4.5,2,7.5,1,0.5,0.5,16.33333333,713
5793,1997,673.1666667,0,0.583333333,0,0,0,0.25,1,37,712
5794,2000,158.6833333,14.83333333,507.95,0.2,9.333333333,1,0.5,0,20.5,713
5795,1996,641.8,1.5,26.53333333,0,23,0,15.16666667,0,5,713
5796,2001,205.6,8.833333333,462.1333333,2.316666667,20.53333333,0.833333333,2.25,0.5,10,713
5797,2001,31.7,42.53333333,0.666666667,155.3833333,433.3,42.91666667,0.25,0,6.25,713
5798,2001,661.0833333,0,0,1.666666667,3.666666667,1.5,1.833333333,37.91666667,5,712.6666667
5799,2002,651.7833333,0,3,12.15,4.833333333,8.9,5.833333333,1.5,25,713
5800,1997,674.7166667,0.666666667,6.416666667,0,14.03333333,1.166666667,0,0,16,713
5801,1998,368,0.2,0,0,5,0,301.6333333,0,38,712.8333333
5802,1997,5,384.7833333,272.7666667,0.25,41.53333333,6.166666667,0.5,0,2,713
5803,1944,547.8333333,0,17,0,6,0.666666667,12,4.5,22,610
5804,1990,685.05,0,3.666666667,0,4.116666667,0,1.333333333,0.5,17.33333333,712
5805,1993,8.821428571,42,441.5904762,0,159.7666667,0.333333333,52.82142857,1,5.666666667,712
5806,1988,698.5,0,2,0,4.5,0,0.5,1.5,0,707
5807,1990,683.4333333,0,4.833333333,0,6.733333333,0,0,0,17,712
5808,1992,697.3214286,0,9.095238095,0,4.083333333,0,0,0.5,0,711
5809,1988,700.3833333,0,3.083333333,0,1.533333333,1,1,0,5,712
5810,1992,641.8833333,0,28.86666667,0,7.75,0.5,3.5,1,28.5,712
5811,1993,676.1,0,1.333333333,0,22.23333333,0,0,0.333333333,12,712
5812,1990,671.5,0,2.5,0,4.5,0,0,0.5,33,712
5813,1990,675.85,0,0.333333333,0,3.316666667,0,2.5,0,30,712
5814,1988,669.952381,0,1.428571429,0,2.166666667,0,0.785714286,0.666666667,37,712
5815,1993,680.1666667,0,0.5,0,2.333333333,0,0,0,29,712
