rank,PubYear,Life Sciences,Physics,Chemistry,Computers,Engineering,Mathematics,Agriculture & Environment,Humanity,Others,Sums of cits
2393,2001,0.333333333,1029.833333,0,0,0,0,0.833333333,0,9,1040
2394,2002,420.2,6.1,36.65,305.8,140.9333333,74.58333333,19.56666667,0.666666667,15,1019.5
2395,1988,937.2,0,2.85,0,1,0,4.45,0,93.5,1039
2396,1999,998.3666667,0,7.4,0,4.066666667,0,0.666666667,0,27.5,1038
2397,1995,986.2333333,0,5.116666667,4.933333333,2.333333333,2.133333333,1.25,0,37,1039
2398,1997,991.25,0,10.83333333,0.25,3.833333333,0,2.5,0.333333333,29,1038
2399,2001,1031.833333,0,0.5,0.333333333,6.333333333,0,0,0,0,1039
2400,2001,990.25,0,4.5,0,3,0,10.33333333,21.91666667,9,1039
2401,1991,995.5,0,7.666666667,0,9.333333333,0,0.5,0,25,1038
2402,1989,945.6666667,0,2,0,0.333333333,0,0,0,90,1038
2403,1991,990,0,0.833333333,0,1.666666667,0,0,0,45.5,1038
2404,1962,773.5,0,1.333333333,0,5.666666667,0,3.5,0,41,825
2405,1995,964.9166667,0,3.583333333,0.833333333,6,2.166666667,1,4,55.5,1038
2406,2000,1021.833333,0,1,0,7.333333333,0,0.5,0.333333333,6,1037
2407,2002,2,525.2166667,303.2,2.333333333,155.4166667,4.333333333,0,0.5,45,1038
2408,1977,877.25,0,1.25,0,0,0,1.5,0,155,1035
2409,1992,1000.233333,0.5,12.36666667,0,1,0,1.9,0,21,1037
2410,1995,968.6333333,0.333333333,2.366666667,0,1.666666667,0,1,0,63,1037
2411,1996,983.45,0,7.833333333,0,3.216666667,0,0.5,0,42,1037
2412,1999,947.8833333,0,0.5,0,24.78333333,0,3,0,60.83333333,1037
2413,1986,933.6190476,0,3.761904762,0,3.333333333,0,5.785714286,0,89.5,1036
2414,1988,955.75,0.5,6.166666667,0,35.58333333,0,2,0.5,35.5,1036
2415,1989,981,0,1.666666667,0.333333333,1,0,0,1,51,1036
2416,1984,937.0833333,0,23.41666667,0.5,12.66666667,0,8.333333333,0,54,1036
2417,1996,963,0,5.166666667,0,1.333333333,0,1,0.5,65,1036
2418,1992,962.3333333,0,5.333333333,0,2.166666667,0,0.333333333,0,63.83333333,1034
2419,1992,6,652.2690476,131.1190476,1,125.0285714,104.5,4.833333333,0,10.25,1035
2420,1994,999.6833333,0,1,0,5.866666667,0.45,0.5,0.5,27,1035
2421,1995,983.7333333,0,2.5,0,2.266666667,0,0,0,46.5,1035
2422,2000,1004.6,0.25,5.166666667,0.7,7.583333333,0.2,1.5,0,15,1035
2423,2001,9,272.2,349.85,1,368.95,1.5,1.5,0,31,1035
2424,1992,977.4166667,0,2.083333333,0,3,0,0.5,0,51,1034
2425,1990,986.25,0,5.916666667,0.25,7.75,0,1,0,32.83333333,1034
2426,1981,1028,0.5,0,0,3,0,0,0.5,0,1032
2427,1977,973.1666667,0,14,0,1,0,0.5,1.333333333,23,1013
2428,1965,39.72142857,192.8,683.0452381,0,15.9,3.116666667,1,0.583333333,32.83333333,969
2429,1997,981,0,8.75,0,1.666666667,0,0.583333333,0,41,1033
2430,1978,889.4666667,0,2.166666667,0,0.866666667,0,17.5,0,122,1032
2431,1996,614,16.9,262.3166667,1.666666667,63.91666667,1.833333333,35.86666667,0,36.5,1033
2432,2002,953.9666667,2.916666667,11.3,0,21.31666667,3.5,1,0,39,1033
2433,1993,946.6261905,2.5,33.8,13.83571429,2.5,3.571428571,1.666666667,0.5,27,1032
2434,1994,961,0.5,14.58333333,0,8.333333333,0,1.583333333,1.5,44.5,1032
2435,1985,960.55,0,5.5,2.333333333,2.45,1.166666667,0,0.5,57.5,1030
2436,1989,959.6833333,0,7.383333333,0.5,1.5,0,11.93333333,0,50,1031
2437,1992,29.38333333,103.1690476,850.1857143,0.25,38.01190476,0.666666667,0,0,9.333333333,1031
2438,1988,0,908.3190476,23.36666667,0.333333333,73.23095238,6.75,0,0,19,1031
2439,1979,965.8,0,17.2,0,0,0,0.75,8.25,25,1017
2440,1995,775.25,11,2.666666667,28.78333333,8.2,136.1,27.08333333,7.916666667,34,1031
2441,2002,1017.333333,1,1.916666667,0.25,4,0.5,0,0.5,5.5,1031
2442,2000,894.3833333,5,4.416666667,5.183333333,8,6.1,22.41666667,6,78.5,1030
2443,2002,476.05,13.25,299.2666667,128.6,50.66666667,14.41666667,43.41666667,0,4,1029.666667
2444,1994,1019.266667,0,0,0,1.733333333,0,0,0,8,1029
2445,2001,967.5833333,1,5,0,4.666666667,0,0.25,0.5,50,1029
2446,2002,13.16666667,165.4833333,506.7666667,0.5,323.5833333,2,3.25,0,14.25,1029
2447,1999,997.5,1,9,0,3.25,0,6.25,0,12,1029
2448,2002,9.4,164.3,525.8,0,313.9166667,1,3.583333333,0,11,1029
2449,1997,3.666666667,439,290.75,0,268.8333333,0.5,0.75,0,25.5,1029
2450,1989,968.4166667,0,1.083333333,0,2,0,0,0.5,55,1027
2451,1983,942.9333333,0.5,20.73333333,0,5.666666667,0,1,6.166666667,49,1026
2452,1991,114.3166667,0,11.47619048,0.5,1.5,0,897.8738095,0.333333333,2,1028
2453,1976,939.9666667,0,18,0,22.66666667,0,2,10.36666667,19,1012
2454,2002,973.1333333,0,6.166666667,0,17.03333333,0,11.66666667,2,18,1028
2455,1998,989.4,0,3.5,0,8.6,0,0,0,25.5,1027
2456,1995,959.0666667,0,10.03333333,0,4.566666667,0,2.5,1.833333333,50,1028
2457,2001,1012.666667,0,0.5,0,14.83333333,0,0,0,0,1028
2458,1988,891.75,0,0,0,0,0,0.25,0,135,1027
2459,1992,908.5666667,2,51.30238095,0,8.916666667,0,12.21428571,1.666666667,42.33333333,1027
2460,1991,946.6666667,0,0.5,0,4.083333333,0,7.166666667,0,68.58333333,1027
2461,1994,993.1666667,0,0.5,0,4.333333333,0,0,0,29,1027
2462,1966,744.6,0,3.166666667,0,17.73333333,0,3.5,0.5,29.5,799
2463,1995,6.416666667,476.2833333,225,1,289.6333333,3.333333333,1,0,23.33333333,1026
2464,1996,5.7,139.2333333,858.7666667,6.65,8.65,5,0,0,3,1027
2465,2001,1004.533333,0.5,0.333333333,2.333333333,5.5,1.3,3,8,1.5,1027
2466,1998,980.5166667,0,1.25,0,0.9,0,1,0,42.33333333,1026
2467,1998,1021.816667,0,0.5,0,3.833333333,0.85,0,0,0,1027
2468,1998,159.5166667,30.25,725.6,3.233333333,80.31666667,0.333333333,25.75,1,1,1027
2469,1999,1018.666667,3,0,0,3.5,0,0.5,0.333333333,1,1027
2470,1981,983,1,1,0,7.666666667,0.5,0.833333333,0,25,1019
2471,1989,0,668.0166667,2.333333333,2,1,342.15,0,0.5,10,1026
2472,1990,996.9,0,3.1,0,10.5,0,0.5,0,14,1025
2473,1978,924.3333333,1,37.16666667,0,13.83333333,0,2.333333333,0,34.33333333,1013
2474,2000,944.3,1.083333333,9.583333333,0,2.616666667,0.333333333,2.083333333,0,66,1026
2475,1998,0.333333333,999.1166667,1,0,4.75,0,14.8,0,6,1026
2476,1990,946,1,1.833333333,0,4.333333333,0,6.333333333,0.5,65,1025
2477,1984,1,962.1666667,0.5,0.833333333,2.666666667,38.83333333,0,0,19,1025
2478,1995,1,977.1666667,0,0.666666667,1,39.16666667,0,0,6,1025
2479,2000,749.7,19.43333333,109.6,24.65,44,14.2,21.41666667,4.666666667,36.33333333,1024
2480,2001,853.7166667,4.333333333,79.38333333,12.58333333,3.833333333,0.2,4.616666667,0.833333333,63.5,1023
2481,2002,2.333333333,4.833333333,1009.083333,0.25,1.666666667,0.333333333,1,0.5,5,1025
2482,1998,1011.483333,0.5,2.366666667,0.2,1.533333333,0,0.333333333,4.583333333,4,1025
2483,2002,998.1333333,0,0,3.666666667,8.666666667,0.2,1.166666667,3.833333333,1,1016.666667
2484,2001,5.666666667,185.85,687.55,0,144.2666667,0.666666667,0,0,1,1025
2485,1988,30.96666667,39.31666667,919.9166667,0,27.73333333,0.666666667,0,0.4,5,1024
2486,1994,52.6,27.15,0.5,0.5,22.08333333,2.666666667,888.6666667,0.333333333,29.5,1024
2487,1992,988.9166667,0,1,0,4.583333333,0,1.666666667,0,27.83333333,1024
2488,1993,908.5857143,0,21.87380952,0,4.833333333,0,73.87380952,9.833333333,5,1024
2489,1996,979.6666667,0,0.833333333,0,0,0,0.5,0,43,1024
2490,1995,951.8166667,0,9.65,0.2,4.333333333,0,8.666666667,2.333333333,46,1023
2491,1998,966.1333333,0,3.083333333,0,4.783333333,0,1.833333333,1.666666667,46.5,1024
2492,1998,1013.916667,6.833333333,0,0.666666667,1.833333333,0.25,0,0.5,0,1024
2493,1993,989.3333333,1,12.16666667,0,1.833333333,0,0.333333333,0.75,17.58333333,1023
2494,1992,1010.85,0,0,0,10.15,0,0,0,2,1023
2495,1989,974,0.5,6.5,0,3.333333333,0,3.166666667,1.166666667,33.33333333,1022
2496,1985,898.3166667,0.916666667,42.93333333,0,6.533333333,0.25,24.71666667,0,47.33333333,1021
2497,1983,982.1666667,0,0.5,0,5.833333333,0,0,0,32.5,1021
2498,1976,934.7142857,0,4.785714286,0,22,0,1.5,4,39,1006
2499,1999,648.7190476,8.9,8.266666667,185.3714286,48.06666667,89.94285714,6.733333333,0,23,1019
2500,1994,963.3833333,0,1,0,4.916666667,0.7,0,0,51,1021
2501,1990,973.5833333,0,1.333333333,0,1.166666667,0,0,0.333333333,44.58333333,1021
2502,1985,878.9833333,0,6.45,0,2.5,0,42.56666667,0.5,90,1021
2503,1981,950.4166667,0.833333333,19.58333333,0,0,0,0,0.666666667,40.5,1012
2504,1986,4.333333333,454.7166667,510.4166667,1.166666667,17.53333333,21,2.833333333,0,9,1021
2505,1984,0,860.5833333,26.16666667,0.5,8,90.25,2,0,33.5,1021
2506,1993,922.3833333,4.5,28.95,0,11.66666667,0.5,3.5,0.5,49,1021
2507,1989,979.4166667,0,1.1,0.666666667,5.733333333,0.333333333,1.5,0,32.25,1021
2508,1997,930.8333333,0,6.666666667,0,75.16666667,0,3,0.333333333,4,1020
2509,2001,996.8333333,0,2.333333333,0,4.833333333,0,0.5,0,16.5,1021
2510,2002,84.63333333,164.6333333,271.0333333,6,434.5333333,22,8.666666667,0,29.5,1021
2511,2001,935.15,1,8.15,3.65,5.316666667,5.483333333,3.25,1.5,57.5,1021
2512,2002,996.3333333,0,1.75,0.5,1.583333333,0,2.5,0.833333333,17.5,1021
2513,1998,0.833333333,3.533333333,7.166666667,1.5,12,0,982.3666667,0.5,11.5,1019.4
2514,2001,839.3666667,6.333333333,40.9,17.76666667,21.28333333,20.26666667,16.08333333,3,54,1019
2515,1994,965.75,0,10.33333333,0.666666667,2,0,2,0,38.25,1019
2516,1993,873.8,9,90.45,0,12,0,6.416666667,0,27.33333333,1019
2517,1994,949.0428571,3.5,21.11666667,10.33571429,4.2,1.988095238,2.816666667,0,26,1019
2518,1997,948.9666667,0.333333333,12.83333333,0.25,18.36666667,0.5,2.25,0,34.5,1018
2519,2000,5.1,515.9666667,285.3,5.45,183.3166667,9.366666667,7.5,0,7,1019
2520,2002,917.8333333,0,5.166666667,1,2,0,1.333333333,57.66666667,34,1019
2521,1998,915.3333333,10,14.83333333,0.166666667,3.5,4.166666667,0,0,70,1018
2522,1999,955.6666667,0,11,2.1,4.433333333,0.8,3,0,42,1019
2523,1999,871.8357143,2.333333333,11.73333333,37.37142857,20.2,18.85952381,6.833333333,1,48.5,1018.666667
2524,1999,977.4666667,0,0,0,28.5,0.2,2.833333333,4,6,1019
2525,2002,260.2,1.333333333,138.05,1.316666667,98.36666667,2.333333333,512.9,0,4.5,1019
2526,1981,914.4166667,1,20.08333333,0,1.5,0,1.5,0,71.5,1010
2527,1999,963.4166667,0,4.333333333,0,4.666666667,0,0,18.58333333,27,1018
2528,1994,984,0,5.333333333,0,6,0,1.666666667,0,21,1018
2529,2002,0,978.8333333,0,0,2,37.16666667,0,0,0,1018
2530,2002,818.3333333,10.33333333,87.66666667,0,5.666666667,0,0,0,96,1018
2531,1977,1,5,3.666666667,0,9.666666667,1.5,905.4333333,0,79,1005.266667
2532,1995,913.3833333,2,8.45,5.25,9,3.75,0.666666667,0.5,74,1017
2533,1995,972.4,4,0.733333333,0,21.36666667,0,1,0.5,16,1016
2534,1999,0.5,831.6,39.71666667,3.466666667,121.95,3.166666667,0,0,15.6,1016
2535,1995,959.7666667,0,22.5,0,1.333333333,0,0.5,6.9,26,1017
2536,2000,1005.966667,0.333333333,4.666666667,0,0.333333333,1.2,1,0.5,3,1017
2537,2002,970.3333333,0,1,0,4,0,4.333333333,23.33333333,14,1017
2538,1998,996.3833333,0,1.5,1,11.78333333,0,0.333333333,0,4,1015
2539,2002,2.433333333,516.8,140.5333333,4.2,321.45,15.83333333,2.25,0.5,13,1017
2540,1990,920.0833333,0,3.666666667,1,6.25,0,1.5,0.5,83,1016
2541,1989,1.833333333,775.8857143,116.5714286,0.666666667,97.79285714,1,5.25,0,17,1016
2542,1992,936.05,0.25,2.916666667,1,5.083333333,1.25,1.45,0,68,1016
2543,1994,987.7166667,0,3.866666667,0,1.916666667,0,4.5,0,18,1016
2544,1987,0,1009.833333,0,0,3.5,0.666666667,0,0,1,1015
2545,1981,928.6666667,0,1.5,0,2.333333333,0,0.5,0,73,1006
2546,1990,957.9666667,1.833333333,13.16666667,0,0.666666667,0,1,4.833333333,35.53333333,1015
2547,1987,972.75,0,2.833333333,0,5.916666667,0,0,0.5,33,1015
2548,1988,2.666666667,650.2412698,223.2333333,0.75,117.5134921,9.595238095,1,0,10,1015
2549,1984,980,1.5,6,0,0.666666667,0,0,3.166666667,20.66666667,1012
2550,1999,914.4,0.333333333,12.71666667,2.05,6.9,3.933333333,15.16666667,3.5,52,1011
2551,1998,0,944.1333333,2.5,4,7.366666667,26.5,0,0.5,29,1014
2552,1989,913.05,0,7.5,2.2,0.666666667,1,0.583333333,0,88,1013
2553,1995,964.3333333,0,5.416666667,0,6,0,6.25,0,31,1013
2554,2000,954.6666667,0.833333333,19.5,0,4.833333333,0,0.666666667,0,32.5,1013
2555,1994,11.83333333,132.2571429,676.7190476,0,168.3571429,0,1,0,22.83333333,1013
2556,1991,956.1666667,0.5,2.333333333,0,1.5,0,0,0.666666667,50.83333333,1012
2557,1988,952.75,0.5,1,0,1,0.5,0,1.25,55,1012
2558,1988,915.5,0,5.333333333,0,1,0,6.833333333,1.333333333,82,1012
2559,2002,1003,0.333333333,0,0,6.666666667,1,0,1,0,1012
2560,2000,693.8666667,5.166666667,143.2,0.25,48.33333333,0,106.35,3.833333333,10,1011
2561,1988,902.2888889,0.5,48.92222222,0,7,0,3.288888889,0,49,1011
2562,1976,882.1666667,0,10.83333333,0,4.166666667,0,4.5,0,98.33333333,1000
2563,1973,879.4166667,0,7.083333333,0,0,0,2,0,120.5,1009
2564,1995,963.1833333,0,4.233333333,0,8.666666667,0,4,0.916666667,30,1011
2565,2001,632.4166667,55.3,251.55,0.2,26.83333333,1.866666667,1.833333333,0.5,40.5,1011
2566,1988,922.8,0,4.4,0,0.5,0,5.3,0,77,1010
2567,2001,957.9333333,9.25,2,0.333333333,23.65,1.5,3.666666667,0.833333333,10.5,1009.666667
2568,1998,794.7928571,4.4,85.46666667,7.185714286,34.18333333,8.704761905,26.76666667,1.5,47,1010
2569,2002,909.3166667,3.833333333,7.166666667,0.25,71.93333333,0,2.5,0,15,1010
2570,1988,974.5,0,1.6,0,3.4,0,2,0,26.5,1008
2571,1993,1003,0,2,0,1.5,0,0,0,1.5,1008
2572,1986,950.7166667,1.5,26.36666667,0,5.333333333,0,7.583333333,1,16.5,1009
2573,2002,926.2166667,2.5,4,4.183333333,1.25,5.85,5.75,5.75,53.5,1009
2574,1998,102.25,11.5,872.4166667,0.333333333,9.5,0.5,0,0,12.5,1009
2575,1998,0,988.0833333,0,0,1.75,1,4.166666667,0,14,1009
2576,1998,0,925.15,3.7,6.833333333,13.23333333,33.58333333,0,0.5,25,1008
2577,1997,992.2,0,0,1.533333333,9.433333333,0,1.833333333,1.5,2.5,1009
2578,1980,3.833333333,743.4111111,180.5,0,50.25555556,10,1,0,16,1005
2579,1984,956.3333333,0,11.83333333,0,1.5,0,0.333333333,4,33,1007
2580,1989,3.5,559.0952381,412.1666667,0.5,22.4047619,7.333333333,0,0,3,1008
2581,1995,999.6666667,0,0,0,0.666666667,0,6.666666667,0,0,1007
2582,1965,798.1666667,0,3.666666667,0,32.66666667,1,3.5,0,25,864
2583,2000,923.6833333,1.833333333,17.41666667,0,36.06666667,0,3.5,0,23.5,1006
2584,1992,881.2309524,1.833333333,43.98571429,1.783333333,0.833333333,0.333333333,0,0,77,1007
2585,1992,938.9666667,0,3.533333333,0,1.833333333,0,3.333333333,0,59.33333333,1007
2586,1992,1,394.9666667,62.08333333,0.333333333,302.65,0.4,237.3166667,0,8,1006.75
2587,1994,959.75,0,12.66666667,0,7.666666667,0,2.916666667,0,24,1007
2588,1993,930.8333333,0,0,0,1.666666667,0,3,0.5,71,1007
2589,1976,921.75,0,17.25,0,0,0,0.5,9.5,44,993
2590,2000,977.65,0,1.783333333,0.2,11.95,1,3.416666667,0,10,1006
2591,1986,920.6666667,0,3.25,0,10.25,0,0,0.5,71.33333333,1006
2592,1974,886.2833333,2.5,3.25,0,10.1,0.333333333,24.03333333,2.5,64,993
2593,2002,175.9166667,71.68333333,492.1166667,2.75,248.95,2.5,2.583333333,0.5,9,1006
2594,1998,942.0833333,0.333333333,8.416666667,0,47.83333333,0,5,0.333333333,2,1006
2595,1990,929.5333333,0,8.133333333,0,2.333333333,0,13.83333333,0.5,50.66666667,1005
2596,1987,941.1,0,1.166666667,0,7.9,0,3.5,0.333333333,51,1005
2597,1994,979.8833333,0,13.05,0,7.566666667,0,1,0,3.5,1005
2598,1993,536.4833333,6.2,32.53333333,0,92.75,11.56666667,307.6333333,1,16.83333333,1005
2599,1999,939.8333333,3.083333333,9.333333333,0,7.083333333,0.5,1.166666667,0,43,1004
2600,2002,673.1666667,3.05,78.01666667,0,108.2166667,0,116.7166667,0,25.83333333,1005
2601,1999,985.8,0,4.333333333,0,5.166666667,2.2,0,0.5,6,1004
2602,1990,904.75,0,4.9,0,5.916666667,0,0,7.833333333,80.6,1004
2603,1993,972.8,0.5,3.083333333,0,11.28333333,0,5.333333333,0,11,1004
2604,1989,902.5666667,0,4.95,0,1.283333333,0,0,0,95.2,1004
2605,1991,964.7666667,0,0.333333333,0,3.4,0,0.5,0,35,1004
2606,1996,957.25,0,19.75,0,1.5,0,0.833333333,0.666666667,24,1004
2607,1994,917.6666667,1.25,4.166666667,0.666666667,12.33333333,2.583333333,6.833333333,0,57.5,1003
2608,1989,964.55,0,6.2,0,11.25,0,3.333333333,2.083333333,15.58333333,1003
2609,1980,950.1666667,0,19.16666667,0,0,0,0,3.666666667,19,992
2610,2002,832.5333333,1.5,0,6.616666667,2.016666667,0,1.833333333,134.5,24,1003
2611,1993,962.6333333,0,1.333333333,0.666666667,7.666666667,0.333333333,1.666666667,1.5,26.2,1002
2612,1990,951.25,0.5,5.75,0,9.928571429,0,17.73809524,0.833333333,16,1002
2613,1995,962,0,1,0,2,1,0,0,36,1002
2614,2001,951.5166667,1.75,3.583333333,0,1.65,0,3.5,0,39,1001
2615,2000,971.25,0,2.583333333,0,6.166666667,0,0,0,21,1001
2616,1998,985.8333333,0.5,0.5,0,12.16666667,2,0,0,1,1002
2617,2002,943.0833333,3.166666667,3.916666667,2,12.33333333,7.833333333,0,1,28.66666667,1002
2618,1999,908.6666667,0.333333333,14.75,0,2.666666667,0.333333333,1.25,1.5,72.5,1002
2619,1999,932.8,0,8.5,4.65,4,4.066666667,28.56666667,0.25,18.5,1001.333333
2620,2002,155.25,116.3,505.0666667,0.25,202.8833333,0.5,4.5,0.5,16.75,1002
2621,1986,861.8166667,8,27.2,0.5,17.08333333,0,10.4,0,76,1001
2622,1993,860.3833333,2,38.35,2.433333333,2.833333333,0,0,0,95,1001
2623,1984,881.1666667,0,31.5,1,25.33333333,0,3.5,0,57.5,1000
2624,1996,7.5,27.25,942.4666667,0,20.03333333,0.25,0,0.5,3,1001
2625,2002,904.8,0.733333333,4.783333333,0,1.85,0,3.333333333,1,84.5,1001
2626,2002,850.6333333,0,1.666666667,0.4,0,2.233333333,117.7333333,8.333333333,20,1001
2627,1996,809.6,0,96.26904762,0,31.41666667,8.55,44.66428571,0.5,10,1001
2628,1985,919.1666667,0,4,0.5,0.333333333,0,2,0,74,1000
2629,1992,945.8333333,0,5.333333333,0,10.33333333,0,4,0,34.5,1000
2630,1974,847.5833333,0,48.25,0,16.66666667,0,3,0,71.5,987
2631,2000,919.6333333,0,11.91666667,0.333333333,1.366666667,0,2.75,0,64,1000
2632,1996,993,0,0,0,2,0,0,0,0,995
2633,1997,938.7666667,0,9.583333333,1,6.333333333,2.316666667,0,0,41,999
2634,2000,976,0.5,0,1,5.5,0,0,0,17,1000
2635,1988,934.6666667,1,10.66666667,0,18.5,0,1.833333333,0,32.33333333,999
2636,1981,13.83333333,721.6833333,112.5,2,52.73333333,45.75,11.5,1,37,998
2637,1978,808.2142857,0,44.03571429,3.916666667,4.666666667,1.5,7,0.5,123.1666667,993
2638,1983,863,0,18,0,0.5,0,4,0,112.5,998
2639,1961,656.6666667,0,0.166666667,0,34.66666667,0,3.5,0,29,724
2640,1998,955.6333333,0,0.5,0,2.833333333,3.7,0,0.333333333,36,999
2641,1998,958.1333333,0,2.333333333,0,6.033333333,0,0,0.5,32,999
2642,1990,932.9333333,0,0,0,0.733333333,0,3.333333333,0,61,998
2643,1993,976,0,3,0,15,0,0,0,4,998
2644,1995,1,840.3833333,11.56666667,26.66666667,27.88333333,37,0,1.25,52.25,998
2645,2000,929.15,0,8.5,3.966666667,6.333333333,8.583333333,8.633333333,7.833333333,22,995
2646,2001,912.4,8.4,23.26666667,1,10.01666667,4.166666667,18.91666667,0,19.83333333,998
2647,1979,844,0,0.5,0,0,0,1,0,148.5,994
2648,1971,820.5833333,0.5,16.75,0,7.666666667,0,0,0,122.5,968
2649,2002,402.6666667,3.85,111.7833333,0,315.85,0,155.5166667,1,6.333333333,997
2650,2002,953.6666667,0,1.833333333,1.333333333,3.666666667,0.666666667,3.833333333,1,30,996
2651,2000,928,1,8.25,0.25,3.083333333,0,0.75,1.666666667,54,997
2652,1969,865.0833333,1,61.08333333,0,8.5,0,15.33333333,0,29,980
2653,1987,29.33333333,661.9380952,11.25,8.25,32.69642857,167.0154762,49.56666667,0.583333333,34.66666667,995.3
2654,1991,972.5,0,1,0,8.166666667,0,1,0,13.33333333,996
2655,1995,942.7666667,0,20.83333333,0.333333333,1.333333333,0,0,6.733333333,24,996
2656,1996,230.9936508,2.733333333,728.5365079,0.922222222,22.6,0,2.214285714,1.5,6.5,996
2657,2002,930.85,1,15.16666667,1.166666667,6.316666667,0,13,0,28.5,996
2658,2001,944.8,0,3.333333333,0,0.2,0,1.833333333,5.333333333,40.5,996
2659,2002,915.2166667,3.666666667,0.5,13.13333333,24.48333333,2.5,0,18,18.5,996
2660,1991,971.75,0,2.916666667,0,2.5,0.5,0,0.333333333,17,995
2661,1996,785.5833333,8,142.0166667,2.866666667,4.283333333,1,1.25,0.5,49.5,995
2662,2002,736.2166667,3.333333333,184.8333333,1.6,38.41666667,0.6,1,0,29,995
2663,1985,925.9666667,0,7,0,8.7,0,2.833333333,0.25,49.25,994
2664,1996,916.3333333,0,3.083333333,0,1.333333333,0,0.25,0,73,994
2665,2002,929.3,1.083333333,8.583333333,1.666666667,4.283333333,0.5,15,2.083333333,31.5,994
2666,1999,960.8333333,0.333333333,1.5,0,6.833333333,0.333333333,7.5,13.66666667,3,994
2667,2000,957.5666667,0.25,9.783333333,0.95,7.283333333,0,2.666666667,0.5,15,994
2668,1993,932.5,0.5,6.166666667,0,1.5,0,0,0,52.33333333,993
2669,1984,0,848.2833333,33.53333333,0,89.26666667,2.416666667,13.5,0,6,993
2670,1991,109.15,15.01111111,809.9055556,22.16666667,25.47777778,1.888888889,0.8,0.6,8,993
2671,2001,0,986.6666667,0,0,0,2.333333333,0,0,4,993
2672,2000,956.5166667,0,3.666666667,0.166666667,5.483333333,1.333333333,4.333333333,0,20.5,992
2673,2002,867.35,1.333333333,32.33333333,0.366666667,28.16666667,0.533333333,44.91666667,3.5,14.5,993
2674,2002,895.1166667,0,6.416666667,2.566666667,0.333333333,2.066666667,4.75,1.25,80.5,993
2675,1989,936.25,1,11.75,0,4,0,0.666666667,2.833333333,34.5,991
2676,1993,933.6,0,3.833333333,0.333333333,3.9,0,0.5,0.5,49.33333333,992
2677,1988,949.3333333,1.166666667,4,0.5,6.5,0,2.5,0,28,992
2678,1983,922.0833333,0,3.083333333,0,2,0,2.166666667,0.666666667,62,992
2679,1993,939.9833333,0.5,10,0,6.016666667,0,3,0.5,32,992
2680,2000,5.3,192.9333333,503.85,0.333333333,271.25,5.5,1,0.5,11,991.6666667
2681,1999,0,985,0,0,0,0,0,0,7,992
2682,2002,880.9333333,0.333333333,0,6.35,11.63333333,9.083333333,0,45.66666667,38,992
2683,1985,845.1333333,0,5.333333333,0,0.333333333,0,3,0,135.2,989
2684,1983,875.3333333,0,16.66666667,0,1,0,3.5,0,94.5,991
2685,1984,903.9333333,0.4,1.5,0.5,2,2,1.5,4.166666667,75,991
2686,1996,958.9166667,0,4.083333333,0,7.666666667,0,0,0.833333333,19.5,991
2687,1997,929.25,7.833333333,12.58333333,2.666666667,6.75,3.166666667,0.75,0,28,991
2688,1998,983.8333333,0,1.5,0,2.333333333,0.333333333,0,0,1,989
2689,1997,946.3833333,1.166666667,7.533333333,0,7.333333333,0.333333333,6.75,0,21.5,991
2690,1984,835,0,2.5,0,15,1,0,0,124.5,978
2691,1988,925.3666667,2.166666667,0,0.5,2.666666667,0.75,1.166666667,0.333333333,57.05,990
2692,1985,846.8,0,11.25,0.333333333,6.833333333,0,0,1.083333333,123.7,990
2693,1991,910.8333333,0,5.75,0,1,0,2.916666667,0,69.5,990
2694,1992,867,0.5,6.833333333,0.5,0.666666667,0,1,0,112.5,989
2695,1992,912.6,0,0.833333333,0,6.733333333,0.5,3.5,0,65.83333333,990
2696,1995,966.6333333,0.333333333,4.833333333,0,12.33333333,0.2,1.333333333,0.333333333,3,989
2697,1997,925.1666667,0,4.666666667,0,4.166666667,0,1,0,55,990
2698,1997,934.6666667,0.5,4.166666667,0,3.666666667,0.5,21.5,2,23,990
2699,2000,833.7166667,1.333333333,7.666666667,34.35,42.25,27.35,2.5,0,40.5,989.6666667
2700,1975,915.4166667,0,1.25,0,3,0,1.333333333,0,63,984
2701,2001,0,902.5666667,3.533333333,6.5,24.06666667,14.83333333,0,2.5,34,988
2702,2001,953.25,0,3.166666667,0,3.5,0.5,1.083333333,0,26.5,988
2703,1996,905.75,0.5,48,0,7.083333333,0,2.666666667,0,24,988
2704,1983,774.35,0,63.58333333,0,13.86666667,1,55.7,3,73.5,985
2705,1977,851.9166667,0,7.25,0,2.666666667,0,1,8.166666667,107,978
2706,1979,3,703.9277778,202.25,2,48.15555556,11.16666667,0,0,13.5,984
2707,1960,734.3333333,0,26.16666667,0,1,0,0.5,0,113,875
2708,2002,955.0833333,0,0,6.166666667,19,0,0.333333333,3.916666667,3.5,988
2709,1999,973.5,0,0.5,0,1.333333333,0.25,0.5,8.916666667,2,987
2710,1986,911.5,0,0,0,0,0,1,0.5,72,985
2711,1977,877.1666667,0.25,23.83333333,0,3,0.25,2,9,63.5,979
2712,1994,961.3333333,0,1.333333333,0,5.333333333,0,1.5,0.5,17,987
2713,2001,933.6166667,0.833333333,3.5,0,16.05,0,1,0.5,31.5,987
2714,1985,890.1666667,1,1.833333333,0,1,0,0,0,92,986
